B	BP	BV	id	normal / touch / 360 / detachable	Brand	Model	Best Price	Color	Screen	RAM	Processor	VRAM	GPU	Storage	OS	MS offc	Warranty	Thickness	Weight	Backlit keyboard	DVD	91mobiles	Amazon	Flipkart	Snapdeal	Tata Cliq	Croma	screen size in numbers	processor score	gpu score	ddr4/ddr3	gddr5/ddr3	ssd/hdd	RAM Memory	VRAM Memory	cpu score bucket	gpu score bucket	comment on processor	comment on GPU	pic name	series name	part number / model name for HP	model name for HP subtracted	Build Score (x/4)	Build Review	Screen Score (x/4)	Screen Review	Audio Score (x/4)	Audio Review	Keyboard (x/4)	Keyboard Review	Touchpad Score (x/4)	Touchpad Review	Heating Score (x/3)	Heating Review	Additional Cons (not in brackets)	Additional Pros (not in brackets)
3	3	21	225	360	Dell	Inspiron 15 5568 (Z544304HIN8)	71999	Grey	"15.6"" FHD"	8GB DDR4	i7 6500U	Integrated	Integrated	1TB 5400RPM	Win 10	No	1 yr											15.6	4431	0	1	0	1	8	0	5	0	i7 6500U performs 5-10% better than i5 6200U & 5-10% worse than i5 7200U		Inspiron 15 5000 2in1_15_Grey	Inspiron 15 5568 	Z544304HIN8		3	strong hinges, smooth edges, feels sturdy	3	good viewing angles, poor color accuracy, decent brightness and contrast	3	good volume, average quality and bass	3	depth could have been better	3	accurate, roughened surface for better precision	3	-		
3	3	21	226	360	Dell	Inspiron 13 5368 (Z544302HIN8)	78350	Grey	"13.3"" FHD"	8GB DDR4	i7 6500U	Integrated	Integrated	1TB 5400RPM	Win 10	No	1 yr											13.3	4431	0	1	0	1	8	0	5	0	i7 6500U performs 5-10% better than i5 6200U & 5-10% worse than i5 7200U		Inspiron 13 5000 2in1_13_Grey	Inspiron 13 5368 	Z544302HIN8		3	strong hinges, body plastic could have been stronger	3	good contrast, low brightness, good viewing angles	2	average quality, thin sound, good volume	3	good spacing, unimpressive depth	3	roughened surface for better precision, responsive	3	-		
6	6	24	227	360	Dell	Inspiron 15 7568 (Y564502HIN9)	81990	Black	"15.6"" FHD"	8GB DDR3	i7 6500U	Integrated	Integrated	1TB 5400RPM	Win 10	No	1 yr											15.6	4431	0	0	0	1	8	0	5	0	i7 6500U performs 5-10% better than i5 6200U & 5-10% worse than i5 7200U		Inspiron 15 7000 2in1_15_Black	Inspiron 15 7568 	Y564502HIN9		4	feels very premium, brushed aluminium finsih around keyboard and palm rest area, very sturdy build material	3	good viewing angles, poor color accuracy, decent brightness and contrast	2	average quality, good volume	3	depth could have been better	3	nice textured surface, works well	2	bottom might heat up under load		
1.5	1.5	19.5	228	normal	Dell	XPS 13 Ultrabook (Z560038SIN9)	130090	Gold	"13.3"" QHD"	8GB DDR3	i7 6560U	Integrated	Integrated	256GB SSD	Win 10	Yes	1 yr											13.3	4826	0	0	0	3	8	0	5	0	i7 6560U performs 0-5% better than i5 7200U & 5-10% worse than i7 7500U		XPS 13_13_Gold	XPS 13 Ultrabook 	Z560038SIN9		4	feels premium and strong, has rubberized palm rests	4	good contrast, brightness, colors and viewing angles	3	good quality, volume is decent considering its size	4	short but crisp strokes, quiet and comfortable	4	slightly rubberized clickpad, accurate	2	stays cool under normal usage, rear bottom warms up under stress		
1.5	1.5	19.5	229	touch	Dell	XPS 13 Ultrabook (Z560038SIN9)	131990	Gold	"13.3"" QHD"	8GB DDR3	i7 6560U	Integrated	Integrated	256GB SSD	Win 10	Yes	1 yr											13.3	4826	0	0	0	3	8	0	5	0	i7 6560U performs 0-5% better than i5 7200U & 5-10% worse than i7 7500U		XPS 13_13_Gold	XPS 13 Ultrabook 	Z560038SIN9		4	feels premium and strong, has rubberized palm rests	4	good contrast, brightness, colors and viewing angles	3	good quality, volume is decent considering its size	4	short but crisp strokes, quiet and comfortable	4	slightly rubberized clickpad, accurate	2	stays cool under normal usage, rear bottom warms up under stress		
1.5	1.5	19.5	230	touch	Dell	XPS 13 9360 (Z560043SIN9)	152990	Silver	"13"" QHD"	16GB DDR3	i7 7500U	Integrated	Integrated	512GB SSD	Win 10	Yes	1 yr											13	5250	0	0	0	3	16	0	6	0	i7 7500U performs 5-10% better than i7 6560U & 10-15% worse than i5 6300HQ		XPS 13_13_Silver	XPS 13 9360 	Z560043SIN9		4	feels premium and strong, has rubberized palm rests	4	good contrast, brightness, colors and viewing angles	3	good quality, volume is decent considering its size	4	short but crisp strokes, quiet and comfortable	4	slightly rubberized clickpad, accurate	2	stays cool under normal usage, rear bottom warms up under stress		
1.5	1.5	19.5	231	normal	Dell	XPS 13 9360 (Z560043SIN9)	152990	Silver	"13.3"" QHD"	16GB DDR3	i7 7500U	Integrated	Integrated	512GB SSD	Win 10	Yes	1 yr											13.3	5250	0	0	0	3	16	0	6	0	i7 7500U performs 5-10% better than i7 6560U & 10-15% worse than i5 6300HQ		XPS 13_13_Silver	XPS 13 9360 	Z560043SIN9		4	feels premium and strong, has rubberized palm rests	4	good contrast, brightness, colors and viewing angles	3	good quality, volume is decent considering its size	4	short but crisp strokes, quiet and comfortable	4	slightly rubberized clickpad, accurate	2	stays cool under normal usage, rear bottom warms up under stress		
1.5	1.5	19.5	232	normal	Dell	XPS 13 9360 (Z560042SIN9)	142990	Silver	"13.3"" QHD"	8GB DDR3	i7 7500U	Integrated	Integrated	256GB SSD	Win 10	Yes	1 yr											13.3	5250	0	0	0	3	8	0	6	0	i7 7500U performs 5-10% better than i7 6560U & 10-15% worse than i5 6300HQ		XPS 13_13_Silver	XPS 13 9360 	Z560042SIN9		4	feels premium and strong, has rubberized palm rests	4	good contrast, brightness, colors and viewing angles	3	good quality, volume is decent considering its size	4	short but crisp strokes, quiet and comfortable	4	slightly rubberized clickpad, accurate	2	stays cool under normal usage, rear bottom warms up under stress		
3	3	21	233	360	Dell	Inspiron 15 5578 (Z564504SIN9)	75190	Grey	"15.6"" FHD"	8GB DDR4	i7 7500U	Integrated	Integrated	1TB 5400RPM	Win 10	Yes	1 yr											15.6	5250	0	1	0	1	8	0	6	0	i7 7500U performs 5-10% better than i7 6560U & 10-15% worse than i5 6300HQ		Inspiron 15 5000 2in1_15_Grey	Inspiron 15 5578 	Z564504SIN9		3	strong hinges, smooth edges, feels sturdy	3	good viewing angles, poor color accuracy, decent brightness and contrast	3	good volume, average quality and bass	3	depth could have been better	3	accurate, roughened surface for better precision	3	-		
3	3	21	234	360	Dell	Inspiron 13 5378 (Z564502SIN9)	76990	Grey	"13.3"" FHD"	8GB DDR4	i7 7500U	Integrated	Integrated	1TB 5400RPM	Win 10	Yes	1 yr											13.3	5250	0	1	0	1	8	0	6	0	i7 7500U performs 5-10% better than i7 6560U & 10-15% worse than i5 6300HQ		Inspiron 13 5000 2in1_13_Grey	Inspiron 13 5378 	Z564502SIN9		3	strong hinges, body plastic could have been stronger	3	good contrast, low brightness, good viewing angles	2	average quality, thin sound, good volume	3	good spacing, unimpressive depth	3	roughened surface for better precision, responsive	3	-		
6	12	24	235	360	Dell	Inspiron 11 3179 (i3179-0000WHT)	68471	White	"11.6"" HD"	4GB DDR3	M3 7Y30	Integrated	Integrated	500GB 5400RPM	Win 10	No	-	22.8	1.4									11.6	3606	0	0	0	1	4	0	4	0	M3 7Y30 performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U		Inspiron 11 3000 2in1_11_White	Inspiron 11 3179 	i3179-0000WHT		3	strong hinges, good plastic, base unit could have been stiffer	2	average contrast and brightness	2	average quality, good volume, lacks bass	3	lightly roughened keys, clear pressure points	3	roughened surface for better precision	2	remains cool under normal usuage		
1.5	7.5	19.5	236	detachable	Dell	XPS 12 9250 (Z540022HIN8)	129990	Black	"12.5"" QHD"	8GB DDR3	M7 6Y75	Integrated	Integrated	512GB SSD	Win 10	No	1 yr											12.5	3581	0	0	0	3	8	0	4	0	M7 6Y75 performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U		XPS 12 detachable_12_Black	XPS 12 9250 	Z540022HIN8		4	chasis uses magnesium alloy, soft touch finish feels premium	4	good brightness, great viewing angles, decent contrast and color accuracy	3	good quality, volume is decent for a convertible laptop	4	matte finish keys, good size and depth	4	very accurate and smooth	2	cool under normal usage	screen cannot be adjusted at different angles with the keyboard attached	
18	24	24	244	normal	Dell	Inspiron 15 3552 (Z565162HIN9)	25590	Black	"15.6"" HD"	4GB DDR3	Pentium N3700	Integrated	Integrated	500GB 5400RPM	Win 10	No	1 yr											15.6	1872	0	0	0	1	4	0	2	0	Pentium N3700 performs 0% better than Celeron N3060 & 40-50% worse than i3 6006U		Inspiron 15 3000_15_Black	Inspiron 15 3552 	Z565162HIN9		3	plastic chasis, back of display is textured, decent hinges	2	average contrast, brightness and color accuracy	3	loud, decent quality	3	flat and slightly rough keys, unimpressive depth	3	roughened surface for better precision	3	-		
18	24	24	151	normal	Dell	Inspiron 15 3555 (Z565304HIN9)	23990	Black	"15.6"" HD"	4GB DDR3	AMD E2-6110	Integrated	Integrated	500GB 5400RPM	Win 10	No	1 yr											15.6	1892	0	0	0	1	4	0	2	0	AMD E2-6110 performs 0-5% better than Pentium N3700 & 30-40% worse than i3 6006U		Inspiron 15 3000_15_Black	Inspiron 15 3555 	Z565304HIN9		3	plastic chasis, back of display is textured, decent hinges	2	average contrast, brightness and color accuracy	3	loud, decent quality	3	flat and slightly rough keys, unimpressive depth	3	roughened surface for better precision	3	-		
12	18	24	239	normal	Dell	Vostro 15 3558 (Z555303UIN9)	25390	Black	"15.6"" HD"	4GB DDR3	Pentium 3825U	Integrated	Integrated	1TB 5400RPM	Ubuntu	No	1 yr											15.6	2617	0	0	0	1	4	0	3	0	Pentium 3825U performs 30-40% better than Pentium N3540 & 15-20% worse than i3 6006U		Vostro 15 3000 old_15_Black	Vostro 15 3558 	Z555303UIN9		3	plastic quality is average, decent hinges	2	poor color accuracy and viewing angles, good contrast and brightness	3	rich sound, good volume	3	flat roughened keys for better grip, decent typing experience	3	smooth surface, works fine	2	stays cool under normal usage		belongs to dell's business series (less style, stronger chasis, better usability)
9	15	21	240	normal	Dell	Vostro 15 3568 (Z553511UIN9)	24999	Black	"15.6"" HD"	4GB DDR4	Pentium 4405U	Integrated	Integrated	1TB 5400RPM	Ubuntu	No	1 yr											15.6	2974	0	1	0	1	4	0	3	0	Pentium 4405U performs 50-60% better than Pentium N3540 & 5-10% worse than i3 6006U		Vostro 15 3000_15_Black	Vostro 15 3568 	Z553511UIN9		3	plastic quality is average, decent hinges	2	poor color accuracy and viewing angles, good contrast and brightness	3	rich sound, good volume	3	flat roughened keys for better grip, decent typing experience	3	smooth surface, works fine	2	stays cool under normal usage		belongs to dell's business series (less style, stronger chasis, better usability)
18	24	24	238	normal	Dell	Inspiron 15 3558 (dv3805c4500d)	25849	Black	"15.6"" HD"	4GB DDR3	Pentium 3805U	Integrated	Integrated	500GB 5400RPM	Ubuntu	No	1 yr											15.6	1996	0	0	0	1	4	0	2	0	Pentium 3805U performs 5-10% better than Pentium N3700 & 30-40% worse than i3 6006U		Inspiron 15 3000_15_Black	Inspiron 15 3558 	dv3805c4500d		3	plastic chasis, back of display is textured, decent hinges	2	average contrast, brightness and color accuracy	3	loud, decent quality	3	flat and slightly rough keys, unimpressive depth	3	roughened surface for better precision	3	-		
6	12	12	286	normal	Dell	Inspiron 15 3558 (W5661107TH)	36999	Black	"15.6"" HD"	4GB DDR3	i5 5200U	2GB DDR3	NV GT 920M	500GB 5400RPM	Ubuntu	No	1 yr											15.6	3491	22	0	0	1	4	2	4	2	i5 5200U performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U	not as good as 940MX, 930MX, 920MX, but much better than R5 M430/M330	Inspiron 15 3000_15_Black	Inspiron 15 3558 	W5661107TH		3	plastic chasis, back of display is textured, decent hinges	2	average contrast, brightness and color accuracy	3	loud, decent quality	3	flat and slightly rough keys, unimpressive depth	3	roughened surface for better precision	3	-		
12	18	24	162	normal	Dell	Inspiron 15 3558 (Y565501HIN9)	29990	Black	"15.6"" HD"	4GB DDR3	i3 5005U	Integrated	Integrated	500GB 5400RPM	Win 10	No	1 yr											15.6	2923	0	0	0	1	4	0	3	0	i3 5005U performs 40-50% better than Pentium N3540 & 5-10% worse than i3 6006U		Inspiron 15 3000_15_Black	Inspiron 15 3558 	Y565501HIN9		3	plastic chasis, back of display is textured, decent hinges	2	average contrast, brightness and color accuracy	3	loud, decent quality	3	flat and slightly rough keys, unimpressive depth	3	roughened surface for better precision	3	-		
12	18	24	167	normal	Dell	Inspiron 15 3558 (Y565501HIN9)	35000	Black	"15.6"" HD"	4GB DDR3	i3 5005U	Integrated	Integrated	500GB 5400RPM	Win 10	No	1 yr											15.6	2923	0	0	0	1	4	0	3	0	i3 5005U performs 40-50% better than Pentium N3540 & 5-10% worse than i3 6006U		Inspiron 15 3000_15_Black	Inspiron 15 3558 	Y565501HIN9		3	plastic chasis, back of display is textured, decent hinges	2	average contrast, brightness and color accuracy	3	loud, decent quality	3	flat and slightly rough keys, unimpressive depth	3	roughened surface for better precision	3	-		
6	6	18	245	normal	Dell	Inspiron 15 5559 (Y546511HIN8)	60000	Silver	"15.6"" FHD"	8GB DDR3	i5 6200U	2GB DDR3	AMD R5 M335	1TB 5400RPM	Win 10	No	1 yr											15.6	4100	4	0	0	1	8	2	5	1	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U	games like battlefield 1 cannot be played, GTA5 at low settings will be just playable	Inspiron 15 5000_15_Silver	Inspiron 15 5559 	Y546511HIN8		3	strong hinges, body plastic quality is average	3	very good contrast, poor brightness, average color accuracy, good viewing angles	2	loud, but low quality: thin and lacks bass	2	flat and slightly rough keys, unimpressive depth	3	roughened surface for better precision	3	-		
1	1	1	246	normal	Dell	Alienware 15 (Z569983SIN9)	202990	Anodized Aluminium	"15.6"" FHD"	16GB DDR4	i7 6700HQ	8GB GDDR5	NV GTX 1070	1TB 7200RPM + 512GB SSD	Win 10	Yes	1 yr											15.6	8132	60	1	1	3	16	8	6	3	i7 6700HQ performs 15-20% better than i5 7300HQ & 5-10% worse than i7 7700HQ		Alienware 15_15_Anodized Aluminium	Alienware 15 	Z569983SIN9		4	metal inlays on the lid and the notebook bottom, very sturdy base unit, rubberized area around keyboard, very strong hinges, lighting on the edges	4	great refresh rates, high contrast, good brightness distribution, mediocre color accuracy	3	mediocre bass and precision, good volume	4	slightly rubberized keys, soft yet precise and accurate, surprisingly no numberpad 	4	smooth surface with high accuracy	3	remains cool around palm rest		
1	1	1	247	normal	Dell	Alienware 17 (Z569992SIN9)	207990	Anodized Aluminium	"17.3"" FHD"	16GB DDR4	i7 6700HQ	8GB GDDR5	NV GTX 1070	1TB 7200RPM + 512GB SSD	Win 10	Yes	1 yr											17.3	8132	60	1	1	3	16	8	6	3	i7 6700HQ performs 15-20% better than i5 7300HQ & 5-10% worse than i7 7700HQ		Alienware 17_17_Anodized Aluminium	Alienware 17 	Z569992SIN9		4	metal inlays on the lid and the notebook bottom, very sturdy base unit, rubberized area around keyboard, very strong hinges, lighting on the edges	4	great refresh rates, high contrast, good brightness distribution, mediocre color accuracy	4	good bass, great volume	4	slightly rubberized keys, soft yet precise and accurate	4	smooth surface with high accuracy	3	remains cool around palm rest		
1	1	1	248	normal	Dell	Alienware 15 (Z569984SIN9)	238990	Anodized Aluminium	"15.6"" UHD"	32GB DDR4	i7 6700HQ	8GB GDDR5	NV GTX 1070	1TB 7200RPM + 1TB SSD	Win 10	Yes	1 yr											15.6	8132	60	1	1	3	32	8	6	3	i7 6700HQ performs 15-20% better than i5 7300HQ & 5-10% worse than i7 7700HQ		Alienware 15_15_Anodized Aluminium	Alienware 15 	Z569984SIN9		4	metal inlays on the lid and the notebook bottom, very sturdy base unit, rubberized area around keyboard, very strong hinges, lighting on the edges	4	great refresh rates, high contrast, good brightness distribution, mediocre color accuracy	3	mediocre bass and precision, good volume	4	slightly rubberized keys, soft yet precise and accurate, surprisingly no numberpad 	4	smooth surface with high accuracy	3	remains cool around palm rest		
6	12	18	249	touch	Dell	Inspiron 15 7548 (X560801IN9)	59990	Silver	"15.6"" HD"	8GB DDR3	i5 5200U	4GB DDR3	AMD R7 M270	1TB 5400RPM	WIn 8.1	No	1 yr											15.6	3491	15	0	0	1	8	4	4	1	i5 5200U performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U	its quite inferior to 940MX, 930MX, 920MX, but better than R5 M430?M330	Inspiron 15 7000 old_15_Silver	Inspiron 15 7548 	X560801IN9		4	aluminium chasis except bottom, firm hinges	3	good viewing angles, impressive brightness, average contrast and color accuracy	3	good volume and quality. lacks bass	3	depth could have been better	4	accurate, roughened surface for better precision	2	remains cool under normal usuage	no numeric keypad	
6	12	18	250	touch	Dell	Inspiron 15 7548 (Y548501HIN8)	64990	Silver	"15.6"" HD"	8GB DDR3	i5 5200U	4GB DDR3	AMD R7 M270	1TB 5400RPM	Win 10	No	1 yr											15.6	3491	15	0	0	1	8	4	4	1	i5 5200U performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U	its quite inferior to 940MX, 930MX, 920MX, but better than R5 M430?M330	Inspiron 15 7000 old_15_Silver	Inspiron 15 7548 	Y548501HIN8		4	aluminium chasis except bottom, firm hinges	3	good viewing angles, impressive brightness, average contrast and color accuracy	3	good volume and quality. lacks bass	3	depth could have been better	4	accurate, roughened surface for better precision	2	remains cool under normal usuage	no numeric keypad	
6	12	12	251	normal	Dell	Inspiron 15 5558 (5558581TB4S)	65500	Silver	"15.6"" FHD"	8GB DDR3	i5 5200U	4GB DDR3	NV GT 920M	1TB 5400RPM	Win 8.1	No	1 yr											15.6	3491	22	0	0	1	8	4	4	2	i5 5200U performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U	not as good as 940MX, 930MX, 920MX, but much better than R5 M430/M330	Inspiron 15 5000_15_Silver	Inspiron 15 5558 	5558581TB4S		3	strong hinges, body plastic quality is average	3	very good contrast, poor brightness, average color accuracy, good viewing angles	2	loud, but low quality: thin and lacks bass	2	flat and slightly rough keys, unimpressive depth	3	roughened surface for better precision	3	-		
6	12	18	252	touch	Dell	Inspiron 15 7548 (Y568501HIN9)	66090	Silver	"15.6"" HD"	8GB DDR3	i5 5200U	4GB DDR3	AMD R7 M270	1TB 5400RPM	Win 10	No	1 yr											15.6	3491	15	0	0	1	8	4	4	1	i5 5200U performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U	its quite inferior to 940MX, 930MX, 920MX, but better than R5 M430?M330	Inspiron 15 7000 old_15_Silver	Inspiron 15 7548 	Y568501HIN9		4	aluminium chasis except bottom, firm hinges	3	good viewing angles, impressive brightness, average contrast and color accuracy	3	good volume and quality. lacks bass	3	depth could have been better	4	accurate, roughened surface for better precision	2	remains cool under normal usuage	no numeric keypad	
6	12	18	253	touch	Dell	Inspiron 15 7548 (7548581TB4ST)	71900	Silver	"15.6"" HD"	8GB DDR3	i5 5200U	4GB DDR3	AMD R7 M270	1TB 5400RPM	Win 8.1	No	1 yr											15.6	3491	15	0	0	1	8	4	4	1	i5 5200U performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U	its quite inferior to 940MX, 930MX, 920MX, but better than R5 M430?M330	Inspiron 15 7000 old_15_Silver	Inspiron 15 7548 	7548581TB4ST		4	aluminium chasis except bottom, firm hinges	3	good viewing angles, impressive brightness, average contrast and color accuracy	3	good volume and quality. lacks bass	3	depth could have been better	4	accurate, roughened surface for better precision	2	remains cool under normal usuage	no numeric keypad	
6	6	18	254	normal	Dell	Inspiron 15 5559 (Z566110HIN9)	52990	Silver	"15.6"" FHD"	8GB DDR3	i5 6200U	4GB DDR3	AMD R5 M335	1TB 5400RPM	Win 10	No	2 yr											15.6	4100	4	0	0	1	8	4	5	1	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U	games like battlefield 1 cannot be played, GTA5 at low settings will be just playable	Inspiron 15 5000_15_Silver	Inspiron 15 5559 	Z566110HIN9		3	strong hinges, body plastic quality is average	3	very good contrast, poor brightness, average color accuracy, good viewing angles	2	loud, but low quality: thin and lacks bass	2	flat and slightly rough keys, unimpressive depth	3	roughened surface for better precision	3	-		
